,t,labor,capital,production,wages,returns,prices,demand,utility
0,0,1749.0,1747.0,1747.9997139587865,0.4996426324591994,0.5003576129293914,1.0,0.0,1227.0845778772493
1,1,1759.0,1758.0,1758.499928916689,0.4997868308719262,0.5002132499504953,1.0,1288.1647401897055,1226.9169710206106
2,2,1769.0,1765.0,1766.9988681377247,0.4993638274447676,0.5006369730243234,1.0,1275.0210372428612,1226.3180931814231
3,3,1779.0,1780.0,1779.499929755548,0.5000702444522176,0.4999297555477825,1.0,1290.0811767007274,1226.0449650636551
4,4,1793.0,1792.0,1792.4999302649917,0.49979087274459744,0.5002092050412548,1.0,1288.5649711364642,1225.8597607276442
5,5,1805.0,1802.0,1803.4993762128113,0.4995151393979995,0.5004853216422986,1.0,1303.7207243441226,1225.6838593071996
6,6,1822.0,1817.0,1819.4982824943804,0.49924497646748023,0.5007561559552182,1.0,1319.5093840744933,1225.1978980156673
7,7,1835.0,1832.0,1833.4993864193136,0.49952306782120104,0.5004773782573197,1.0,1335.461782182871,1224.850048770122
8,8,1853.0,1847.0,1849.9975675659684,0.49912251483237924,0.5008790187231021,1.0,1351.4285236927308,1224.2588832467318
9,9,1865.0,1854.0,1859.4918660752458,0.49845648022392197,0.5015482904302219,1.0,1349.4888674343515,1224.0299566221686
10,10,1873.0,1864.0,1868.4945812070207,0.49873071252682166,0.5012725089293367,1.0,1364.8993062979264,1223.6551490330203
11,11,1890.0,1880.0,1884.993368688601,0.4986095494396068,0.5013943192807151,1.0,1381.3065390494035,1222.9303518291672
12,12,1902.0,1891.0,1896.4920247657249,0.49848654422885375,0.5015180421165759,1.0,1397.393292821515,1222.40494129092
13,13,1916.0,1903.0,1909.4889368624265,0.49823586936940956,0.5017703684448964,1.0,1413.969431771158,1221.9152121422421
14,14,1926.0,1913.0,1919.4889944982756,0.49824504265461655,0.5017611303426472,1.0,1430.5781134415379,1221.5378661799089
15,15,1942.0,1930.0,1935.9907024570134,0.4983886560762585,0.5016165452626525,1.0,1428.6685956363524,1220.7691113403462
16,16,1958.0,1945.0,1951.489174963571,0.4982737665686727,0.5017322056668945,1.0,1445.3361719053285,1219.8793591886956
17,17,1968.0,1957.0,1962.4922929784973,0.4985373617771529,0.5014669213086665,1.0,1462.168588946432,1219.3549001025144
18,18,1985.0,1973.0,1978.9909044763192,0.4984236080736082,0.5015813697162732,1.0,1479.2299627045038,1218.3234936103372
19,19,1978.0,1984.0,1980.9977284186875,0.5006944926201413,0.49930646270970164,1.0,1496.1599475479272,1218.3884170875797
20,20,1970.0,1998.0,1983.9506042238047,0.5034768775947214,0.4965471248059077,1.0,1513.6059269518544,1218.2253764213858
21,21,1983.0,2011.0,1996.9509257866102,0.5034541680356597,0.4965695229099439,1.0,1511.3719933566078,1217.3686639433565
22,22,1977.0,2024.0,2000.3619672449283,0.5058444807739306,0.4942230379223654,1.0,1528.9428538986976,1217.1419577433385
23,23,1964.0,2016.0,1989.8301435047165,0.5065114358490064,0.49357226363951784,1.0,1546.9674359401763,1217.906526168695
24,24,1984.0,2037.0,2010.3253468033474,0.5065705880588212,0.49351462940336094,1.0,1544.9379956331059,1216.6785667731733
25,25,1975.0,2032.0,2003.2972819828813,0.5070996871459101,0.49299970466028975,1.0,1562.6813300565473,1217.07841751595
26,26,1968.0,2024.0,1995.803597551623,0.5069995248941268,0.49309710106718446,1.0,1581.2834049835035,1217.6081468578482
27,27,1955.0,2012.0,1983.2952377293705,0.5071717862547303,0.4929296200802052,1.0,1578.7902407092042,1218.2497023435756
28,28,1942.0,1998.0,1969.8010051779343,0.5070925570366853,0.4930066363426884,1.0,1597.8430954214805,1218.799192573989
29,29,1936.0,1991.0,1963.307413524433,0.5069870745644494,0.49310921002895985,1.0,1595.6954258467229,1219.2285677071839
30,30,1934.0,1989.0,1961.3072171386104,0.5069942483905834,0.4931022326552148,1.0,1614.8735117716017,1219.190260006912
31,31,1923.0,1981.0,1951.784568029986,0.5074183286117204,0.4926901171679191,1.0,1612.5267293267077,1219.60449500497
32,32,1938.0,1996.0,1966.7862110559959,0.5073613423892311,0.4927454556641613,1.0,1610.2863878321307,1218.729598537236
33,33,1929.0,1988.0,1958.2778148158654,0.5075230912775623,0.49258841636893747,1.0,1629.6157138522733,1218.9472155385515
34,34,1937.0,2000.0,1968.2479518597245,0.508000512229728,0.4921254798353707,1.0,1627.5752098635487,1218.47834888728
35,35,1931.0,1993.0,1961.7550815532502,0.5078977642519931,0.4922250370208989,1.0,1647.1186406706772,1218.6138317439627
36,36,1940.0,2002.0,1970.7562000409891,0.5078614180536078,0.49226026424425073,1.0,1645.126278034653,1218.0835342168714
37,37,1931.0,1995.0,1962.7391574022258,0.50815254117515,0.4919782458110332,1.0,1664.9569774706833,1218.5696770056882
38,38,1922.0,1987.0,1954.2297715468362,0.5083183260755959,0.49181779005009607,1.0,1685.3138142626028,1218.6144809391203
39,39,1931.0,1983.0,1956.8272790412545,0.5066219577549873,0.4934645883088119,1.0,1683.51680648287,1218.6872149924102
40,40,1921.0,1977.0,1948.7988608371056,0.5071695234428262,0.49293181907103517,1.0,1704.3080070590174,1219.2498294624727
41,41,1910.0,1968.0,1938.7831235081455,0.5074684352075565,0.4926414696451792,1.0,1703.187545903694,1220.277822697962
42,42,1897.0,1959.0,1927.7507618984357,0.5080381592745198,0.4920890116154526,1.0,1725.2772029966027,1221.6844511977122
43,43,1889.0,1951.0,1919.7497232712394,0.5080719218956347,0.49205631102531294,1.0,1747.7368549757311,1222.721022685793
44,44,1883.0,1942.0,1912.272470125531,0.5077054304579178,0.49241150595946026,1.0,1770.3343234716217,1223.3440838954782
45,45,1879.0,1939.0,1908.7642599336357,0.5078526789172884,0.49226873452710207,1.0,1793.2425376408967,1223.627337043449
46,46,1875.0,1929.0,1901.8083499658949,0.5070812914977978,0.4930175885990275,1.0,1816.8938002594914,1224.1194653106422
47,47,1867.0,1920.0,1893.3145538974763,0.5069794049622942,0.49311666918378805,1.0,1841.3122022284804,1224.7152860795559
48,48,1863.0,1909.0,1885.85975088287,0.5060672976865135,0.4940054349360374,1.0,1842.3011483289886,1226.1448103629941
49,49,1858.0,1902.0,1879.8712721886038,0.5058176526863463,0.4942492499986185,1.0,1842.207572656557,1226.570015401687
50,50,1847.0,1898.0,1872.3263604404015,0.5067874934982228,0.49330340355594515,1.0,1842.183694982528,1226.9204278509249
51,51,1840.0,1891.0,1865.3257088240646,0.5068131349667055,0.4932784455237051,1.0,1867.0210103655033,1227.1659068363786
52,52,1831.0,1881.0,1855.831619517245,0.5067117144301392,0.49337717724383845,1.0,1842.8862733788665,1227.6041606222084
53,53,1822.0,1877.0,1849.2955415508902,0.50742092916812,0.4926875911596034,1.0,1868.013699015463,1227.8253090014862
54,54,1814.0,1870.0,1841.7871755444494,0.5075891444155332,0.4925243142110547,1.0,1868.0586587259506,1228.3010734753993
55,55,1807.0,1864.0,1835.2787254256502,0.5077545332801492,0.4923638861525862,1.0,1868.9160695913945,1228.7609076534713
56,56,1798.0,1856.0,1826.7698267707399,0.5079298935279439,0.49219389989628054,1.0,1869.32634079182,1229.3298400516683
57,57,1788.0,1841.0,1814.3064790712729,0.5072854786876633,0.49281914349686634,1.0,1845.0025211941868,1229.749161587457
58,58,1780.0,1832.0,1805.8128363703697,0.5071795736487275,0.4929220498229448,1.0,1844.992902598868,1229.9841096288455
59,59,1774.0,1827.0,1800.3049741640998,0.5073425418913757,0.4927637136556099,1.0,1820.4043672791488,1230.153513577819
60,60,1771.0,1826.0,1798.2897430614457,0.5076329651037668,0.4924817972960979,1.0,1844.9247809210758,1230.1736505101826
61,61,1756.0,1816.0,1785.7480225384543,0.5083980238343884,0.4917406898046632,1.0,1820.6308262438895,1230.38557005879
62,62,1745.0,1806.0,1775.2380122113204,0.5085913332281962,0.49155378501003216,1.0,1820.771806571872,1230.6816770269404
63,63,1739.0,1799.0,1768.7456007012427,0.508479412746965,0.49166197995234606,1.0,1796.587211211191,1230.8660246516365
64,64,1735.0,1794.0,1764.2533831624073,0.5083571300324365,0.491780246686806,1.0,1796.5939024705344,1231.0505186638206
65,65,1730.0,1786.0,1757.7770051971893,0.5079546429383299,0.4921699176449488,1.0,1772.6752734604634,1231.1838638837244
66,66,1722.0,1782.0,1751.7431318546678,0.5085623947627482,0.49158175537217474,1.0,1797.0470198830435,1231.4198903687357
